Rank,Title,Link,Abstract
949,All aggressive lymphoma subtypes do not share similar outcome after front-line autotransplantation: a matched-control analysis by the Groupe d'Etude des,https://www.sciencedirect.com/science/article/pii/S0923753419609075,These results are similar to our LNH-87 trial when reporting only the subset of patients with two or more adverse prognostic factors [8]. In a report of the European Organization for
950,UTILIZATION AND OUTCOMES AMONG PATIENTS WITH DIABETES MELLITUS: A PROPENSITY SCORE MATCHED ANALYSIS FROM THE SAVOR-TIMI 53 TRIAL,https://www.jacc.org/doi/full/10.1016/S0735-1097%2816%2932100-3,Background The efficacy of aspirin for primary prevention and the optimal dose of aspirin for secondary prevention among diabetic patients are unclear. Methods Patterns of baseline
951,compression stockings in the prevention of postoperative pulmonary embolism. A propensity-matched retrospective case-control study of 24 273 patients,https://www.sciencedirect.com/science/article/pii/S2049080120301734,In comparison to prior studies with only small numbers of patients our trial shows in a large group of patients with moderate and high risk developing VTE we can support the view that
952,"Efficacy of gefitinib, an inhibitor of the epidermal growth factor receptor tyrosine kinase, in symptomatic patients with nonsmall cell lung cancer: a randomized trial",https://jamanetwork.com/journals/jama/article-abstract/197532,"tablet and 1 matching placebo).Main  patients enrolled, 216 received gefitinib as randomized. Symptoms of NSCLC improved in 43% (95% confidence interval [CI], 33%-53%) of patients"
953,OP49 MAIC-ing Use Of Trials? Study Of Matching-Adjusted Indirect Comparisons,https://search.proquest.com/openview/594e5462080a9cf80137ad6906013312/1?pq-origsite=gscholar&cbl=36708,"the BC-AgD trial (MAIC Separate Trials). 2. patients are weighted across all three IPD studies to match the BC-AgD trial, but the NMA still considers each trial separately (MAIC Pooled"
954,Comparative effectiveness of secukinumab and infliximab in psoriatic arthritis assessed by matching-adjusted indirect comparison using pivotal Phase III clinical trial,https://academic.oup.com/rheumatology/article-pdf/doi/10.1093/rheumatology/key075.399/24768271/key075.399.pdf,"2 individual patient data (IPD) and published aggregate IMPACT 2 data, respectively.  also matched; placebo-adjusted comparisons were possible only until week 16 because patients"
955,Early use of hemoadsorption in patients after out-of hospital cardiac arresta matched pair analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0241709,"Therefore, a prospective and appropriately sized randomized controlled trial in patients following OHCA is warranted before the device is recommended for routine use in this condition"
956,Effect of tilarginine acetate in patients with acute myocardial infarction and cardiogenic shock: the TRIUMPH randomized controlled trial.,https://europepmc.org/article/med/17387132,", vs matching placebo.The primary outcome was 30-day all-cause mortality among patients who  Enrollment was terminated at 398 patients based on a prespecified futility analysis. Six-"
957,Efficacy of HLAmatched platelet transfusions for patients with hypoproliferative thrombocytopenia: a systematic review,https://onlinelibrary.wiley.com/doi/abs/10.1111/trf.12175,"Ideally, we need a multicenter prospective trial comparing the most commonly used approaches powered to detect a difference in mortality or bleeding outcomes and include an"
958,Adrenaline and noradrenaline excretion in placebo treated patients in the Medical Research Council Hypertension Trial and in matched normotensive controls.,https://europepmc.org/article/med/2856789,The 24-h excretion of adrenaline and noradrenaline was measured in 268 untreated essential hypertensives and in 268 age-and sex-matched controls. No significant difference was
959,"Real-world comparison of major bleeding risk among non-valvular atrial fibrillation patients initiated on apixaban, dabigatran, rivaroxaban, or warfarin",https://www.thieme-connect.com/products/ejournals/html/10.1160/TH16-05-0403,"trial safety observations. Our study showed that in the matched cohorts, as compared to warfarin, patients  In the RE-LY trial, the rate of major bleeding was 3.36 % per year for warfarin,"
960,Regorafenib versus cabozantinb as second-line treatment after sorafenib for unresectable hepatocellular carcinoma: matching-adjusted indirect comparison analysis,https://link.springer.com/article/10.1007/s00432-021-03602-w,"to those reported in the CELESTIAL trial in the subset of patients who received sorafenib as  of death for patients treated with cabozantinib, compared to patients treated with regorafenib"
961,Randomised double-blind placebo-controlled trial of feverfew in migraine prevention,https://www.sciencedirect.com/science/article/pii/S0140673688922891,randomly allocated to receive either one capsule of dried feverfew leaves a day or matching  trial (both on placebo); and 1 patient defaulted from follow-up. Of the 60 remaining patients
962,"Hemicraniectomy for supratentorial primary intracerebral hemorrhage: a retrospective, propensity score matched study",https://www.sciencedirect.com/science/article/pii/S1052305719304148,"Forty-three surgical patients were matched to 43 medically managed patients on ICH  controlled trial, SWITCH, to address these and other important issues in this patient population."
963,MATCHING: A METHOD FOR GENERATING COMPARABLE SAMPLES OF TREATED AND TREATMENT-NAVE PATIENTS WITH PROGRESSIVE CONDITIONS,https://www.valueinhealthjournal.com/article/S1098-3015(18)35652-3/abstract,Matching - that uses observational data to approximate an RCT by matching treated patients with treatment-nave patients  It was assumed that in the trial 45% of patients in the placebo
964,OP0115 Relative Efficacy of Adalimumab versus Secukinumab in Active Ankylosing Spondylitis: A Matching-Adjusted Indirect Comparison,https://ard.bmj.com/content/75/Suppl_2/98.2.abstract,"Matching-adjusted indirect comparison (MAIC)  patient level data (PLD) resulting in a reduced effective sample size (ESS), to match the baseline patient characteristics of another trial."
965,distal transradial access and conventional transradial access in patients with acute chest pain: a single-center cohort study using propensity score matching,https://link.springer.com/article/10.1186/s12877-023-04058-y,"A large-scale, multicenter, randomized trial suggested that cTRA in patients with ACS was associated with better clinical outcomes than transfemoral access (TFA) [10]. Therefore, the"
966,Mild hyperkalemia and outcomes in chronic heart failure: a propensity matched study,https://www.sciencedirect.com/science/article/pii/S0167527309005300,"Although the baseline prevalence of DM and CKD was similar in our matched patients with mild  Our study was based on trial-eligible, young, predominantly male HF patients in normal"
967,blood transfusion does not influence recurrence-free and overall survivals after curative resection for hepatocellular carcinoma: a propensity score matching analysis,https://www.sciencedirect.com/science/article/pii/S0168827815007114,"In our study, after propensity matching, 234 matched pairs of patients (N = 468) were used  , to recruit patients for such a trial. A cohort study applying propensity score matching and"
968,Supervised physical therapy versus surgery for patients with lumbar spinal stenosis: a propensity score-matched analysis,https://link.springer.com/article/10.1186/s12891-022-05632-y,"of patients with LSS treated with supervised physical therapy or surgery using propensity score-matched  In the largest clinical trial, the Spine Patient Outcomes Research Trial (SPORT),"
969,The university of Virginia/Padova type 1 diabetes simulator matches the glucose traces of a clinical trial,https://www.liebertpub.com/doi/abs/10.1089/dia.2013.0377,"We also applied the matching criterion limiting the search to the virtual subjects with CR  In fact, we found that none of the subjects was matched by the same virtual patient at dinner"
